Symbol,Stock Exchange,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SNOW,NYSE,"Intrawest Resorts Holdings, Inc.",23.53,$937.03M,2014,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/snow
IPI,NYSE,"Intrepid Potash, Inc",2.2,$283.94M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/ipi
XON,NYSE,Intrexon Corporation,24.14,$2.89B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon
IVC,NYSE,Invacare Corporation,14.9,$488.47M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ivc
INVN,NYSE,"InvenSense, Inc.",12.98,$1.24B,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/invn
VBF,NYSE,Invesco Bond Fund,19.02,$216.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbf
VCV,NYSE,Invesco California Value Municipal Income Trust,12.51,$598.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcv
VTA,NYSE,Invesco Credit Opportunities Fund,12.18,$902.47M,2007,n/a,n/a,http://www.nasdaq.com/symbol/vta
IHIT,NYSE,Invesco High Income 2023 Target Term Fund,10,$239.41M,2016,n/a,n/a,http://www.nasdaq.com/symbol/ihit
VLT,NYSE,Invesco High Income Trust II,14.65,$118.93M,1989,n/a,n/a,http://www.nasdaq.com/symbol/vlt
IVR,NYSE,INVESCO MORTGAGE CAPITAL INC,15.6,$1.74B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ivr
IVR^A,NYSE,Invesco Mortgage Capital Inc.,25.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^a
OIA,NYSE,Invesco Municipal Income Opportunities Trust,7.84,$372.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oia
VMO,NYSE,Invesco Municipal Opportunity Trust,13.06,$880.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmo
VKQ,NYSE,Invesco Municipal Trust,12.68,$701.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vkq
VPV,NYSE,Invesco Pennsylvania Value Municipal Income Trust,12.31,$293.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv
IVZ,NYSE,Invesco Plc,32.12,$13.07B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ivz
IQI,NYSE,Invesco Quality Municipal Income Trust,12.48,$659.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqi
VVR,NYSE,Invesco Senior Income Trust,4.7,$846.17M,1998,n/a,n/a,http://www.nasdaq.com/symbol/vvr
VTN,NYSE,Invesco Trust  for Investment Grade New York Municipal,13.57,$264.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtn
VGM,NYSE,Invesco Trust for Investment Grade Municipals,13.12,$711.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgm
IIM,NYSE,Invesco Value Municipal Income Trust,14.86,$699.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iim
ITG,NYSE,"Investment Technology Group, Inc.",20.22,$670.19M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg
IRET,NYSE,Investors Real Estate Trust,5.65,$688.84M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iret
NVTA,NYSE,Invitae Corporation,9.79,$414.26M,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/nvta
INVH,NYSE,Invitation Homes Inc.,21.79,$6.76B,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/invh
IO,NYSE,Ion Geophysical Corporation,4.4059,$52.31M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/io
IRM,NYSE,Iron Mountain Incorporated,34.57,$9.13B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irm
IRS,NYSE,IRSA Inversiones Y Representaciones S.A.,25.4,$1.47B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/irs
ICL,NYSE,Israel Chemicals Shs,4.24,$5.41B,2014,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/icl
STAR          ,NYSE,iStar Financial Inc.,12.06,$869.59M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/star
ITCB,NYSE,Ita? CorpBanca,14.36,$4.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itcb
ITUB,NYSE,Itau Unibanco Banco Holding SA,12.82,$83.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/itub
ITT,NYSE,ITT Inc.,40.2,$3.57B,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/itt
IVH,NYSE,Ivy High Income Opportunities Fund,15.81,$261.93M,2013,n/a,n/a,http://www.nasdaq.com/symbol/ivh
JPM,NYSE,J P Morgan Chase & Co,86.92,$308.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm
JAX,NYSE,"J. Alexander&#39;s Holdings, Inc.",11.15,$163.85M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jax
JILL,NYSE,"J. Jill, Inc.",12.6,$551.22M,2017,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/jill
JCP,NYSE,"J.C. Penney Company, Inc. Holding Company",4.55,$1.4B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/jcp
SJM,NYSE,J.M. Smucker Company (The),124.75,$14.53B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm
JBL,NYSE,"Jabil Circuit, Inc.",28.95,$5.28B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JEC,NYSE,Jacobs Engineering Group Inc.,52.75,$6.35B,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec
JAG,NYSE,Jagged Peak Energy Inc.,12.93,$2.75B,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jag
JHX,NYSE,James Hardie Industries plc.,16.18,$7.13B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx
JNS,NYSE,"Janus Capital Group, Inc",14.49,$2.67B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns
JOF,NYSE,Japan Smaller Capitalization Fund Inc,11.15,$315.92M,1990,n/a,n/a,http://www.nasdaq.com/symbol/jof
JELD,NYSE,"JELD-WEN Holding, Inc.",32.14,$3.37B,2017,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/jeld
JCAP,NYSE,"Jernigan Capital, Inc.",22.48,$224.8M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap
JKS,NYSE,JinkoSolar Holding Company Limited,17.29,$547.8M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks
JMP,NYSE,JMP Group LLC,5.36,$112.32M,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
JBT,NYSE,John Bean Technologies Corporation,87.7,$2.77B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
BTO,NYSE,John Hancock Financial Opportunities Fund,34.655,$645.41M,1994,n/a,n/a,http://www.nasdaq.com/symbol/bto
HEQ,NYSE,John Hancock Hedged Equity & Income Fund,16.84,$205.53M,2011,n/a,n/a,http://www.nasdaq.com/symbol/heq
JHS,NYSE,John Hancock Income Securities Trust,14.35,$167.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhs
JHI,NYSE,John Hancock Investors Trust,17.54,$152.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi
HPF,NYSE,John Hancock Pfd Income Fund II,21.57,$458.54M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpf
HPI,NYSE,John Hancock Preferred Income Fund,21.58,$560.96M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpi
HPS,NYSE,John Hancock Preferred Income Fund III,18.86,$595.54M,2003,n/a,n/a,http://www.nasdaq.com/symbol/hps
PDT,NYSE,John Hancock Premium Dividend Fund,16.38,$790.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdt
HTD,NYSE,John Hancock Tax Advantaged Dividend Income Fund,25.43,$899.84M,2004,n/a,n/a,http://www.nasdaq.com/symbol/htd
HTY,NYSE,John Hancock Tax-Advantaged Global Shareholder Yield Fund,9.38,$102.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty
JW.A,NYSE,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.a
JNJ,NYSE,Johnson & Johnson,123.64,$333.07B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj
JCI,NYSE,Johnson Controls International plc,42.04,$39.44B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jci
JONE,NYSE,"Jones Energy, Inc.",2.1,$200.26M,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jone
JLL,NYSE,Jones Lang LaSalle Incorporated,115.41,$5.23B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll
JFC,NYSE,"JPMorgan China Region Fund, Inc.",19.56,$126.12M,1992,n/a,n/a,http://www.nasdaq.com/symbol/jfc
JMEI,NYSE,Jumei International Holding Limited,3.23,$483.55M,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jmei
JNPR,NYSE,"Juniper Networks, Inc.",30.59,$11.69B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr
JP,NYSE,Jupai Holdings Limited,8.93,$288.32M,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jp
JE,NYSE,"Just Energy Group, Inc.",6.18,$908.54M,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je
LRN,NYSE,K12 Inc,20.76,$842.14M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn
KAI,NYSE,Kadant Inc,70.95,$780.5M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai
KDMN,NYSE,"Kadmon Holdings, Inc.",2.65,$137.39M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kdmn
KAMN,NYSE,Kaman Corporation,48.52,$1.32B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn
KSU,NYSE,Kansas City Southern,91.17,$9.67B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu
KS,NYSE,KapStone Paper and Packaging Corporation,21.27,$2.06B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks
KAR,NYSE,"KAR Auction Services, Inc",42.15,$5.78B,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar
KATE,NYSE,Kate Spade & Company,18.41,$2.37B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate
KED,NYSE,Kayne Anderson Energy Development Company,18.53,$198.01M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked
KYE,NYSE,"Kayne Anderson Energy Total Return Fund, Inc.",11.65,$425.9M,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye
KMF,NYSE,"Kayne Anderson Midstream Energy Fund, Inc",15.54,$342.41M,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf
KYN,NYSE,Kayne Anderson MLP Investment Company,19.18,$2.17B,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KB,NYSE,KB Financial Group Inc,47.06,$18.66B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb
KBH,NYSE,KB Home,20.91,$1.78B,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh
KBR,NYSE,"KBR, Inc.",14.88,$2.13B,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr
KCG,NYSE,"KCG Holdings, Inc.",19.86,$1.34B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg
FRAC,NYSE,"Keane Group, Inc.",13.95,$1.44B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/frac
K,NYSE,Kellogg Company,70.83,$24.81B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k
KEM,NYSE,Kemet Corporation,13.74,$641.51M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem
KMPA,NYSE,Kemper Corporation,26.644,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa
KMT,NYSE,Kennametal Inc.,38.45,$3.1B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt
KW,NYSE,Kennedy-Wilson Holdings Inc.,20.55,$2.59B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw
KEN,NYSE,Kenon Holdings Ltd.,12.36,$663.98M,2015,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ken
KEG,NYSE,"Key Energy Services, Inc.",20.5,$411.98M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg
KEY,NYSE,KeyCorp,18.21,$19.96B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key
KEYS,NYSE,Keysight Technologies Inc.,38.98,$7.2B,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys
KRC,NYSE,Kilroy Realty Corporation,70.92,$6.97B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc
KRP,NYSE,Kimbell Royalty Partners,18.87,$308.2M,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/krp
KMB,NYSE,Kimberly-Clark Corporation,127.99,$45.43B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb
KIM,NYSE,Kimco Realty Corporation,18.92,$8.05B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim
KMI,NYSE,"Kinder Morgan, Inc.",19.91,$44.45B,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi
KND,NYSE,"Kindred Healthcare, Inc.",10.8,$924.84M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd
KFS,NYSE,"Kingsway Financial Services, Inc.",6.025,$141.05M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs
KGC,NYSE,Kinross Gold Corporation,4.14,$5.16B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc
KEX,NYSE,Kirby Corporation,67.45,$3.64B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex
KRG,NYSE,Kite Realty Group Trust,18.7,$1.56B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg
KKR,NYSE,KKR & Co. L.P.,18.36,$8.48B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr
KFN^,NYSE,KKR Financial Holdings LLC,26.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^
KIO,NYSE,KKR Income Opportunities Fund,17.57,$268.03M,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio
KREF,NYSE,KKR Real Estate Finance Trust Inc.,22,$1.15B,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kref
KMG,NYSE,"KMG Chemicals, Inc.",56.02,$665.94M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg
KNX,NYSE,"Knight Transportation, Inc.",32.1,$2.58B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx
KNL,NYSE,"Knoll, Inc.",22.92,$1.13B,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl
KNOP,NYSE,KNOT Offshore Partners LP,22.55,$806.42M,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop
KN,NYSE,Knowles Corporation,17.64,$1.57B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn
KSS,NYSE,Kohl&#39;s Corporation,36.49,$6.29B,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss
PHG,NYSE,Koninklijke Philips N.V.,35.61,$32.77B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg
KOP,NYSE,Koppers Holdings Inc.,37.75,$785.44M,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop
KEP,NYSE,Korea Electric Power Corporation,19.38,$24.88B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep
KEF,NYSE,"Korea Equity Fund, Inc.",9.47,$92.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kef
KF,NYSE,"Korea Fund, Inc. (The)",40.3,$273.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf
KFY,NYSE,Korn/Ferry International,32.35,$1.85B,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
KOS,NYSE,Kosmos Energy Ltd.,6.81,$2.64B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos
KRA,NYSE,Kraton Corporation,34.52,$1.08B,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra
KR,NYSE,Kroger Company (The),29.52,$26.99B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr
KRO,NYSE,Kronos Worldwide Inc,19.11,$2.21B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro
KT,NYSE,KT Corporation,15.86,$7.77B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt
KYO,NYSE,Kyocera Corporation,58.85,$21.64B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LB,NYSE,"L Brands, Inc.",49.55,$14.11B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb
SCX,NYSE,L.S. Starrett Company (The),9.7974,$69.15M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx
LLL,NYSE,"L3 Technologies, Inc.",165.32,$12.87B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LQ,NYSE,La Quinta Holdings Inc.,13.37,$1.57B,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq
LH,NYSE,Laboratory Corporation of America Holdings,139.32,$14.25B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh
LADR,NYSE,Ladder Capital Corp,14.1,$1.56B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ladr
LW,NYSE,"Lamb Weston Holdings, Inc.",42.2,$6.16B,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lw
LDR,NYSE,"Landauer, Inc.",52.1,$502.24M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr
LCI,NYSE,Lannett Co Inc,22.65,$843.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LPI,NYSE,"Laredo Petroleum, Inc.",12.31,$2.99B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi
LVS,NYSE,Las Vegas Sands Corp.,58.65,$46.47B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs
LHO,NYSE,LaSalle Hotel Properties,28.1,$3.18B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
LFL,NYSE,LATAM Airlines Group S.A.,12.47,$7.56B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/lfl
LDF,NYSE,"Latin American Discovery Fund, Inc. (The)",11.2312,$76.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf
LGI,NYSE,Lazard Global Total Return and Income Fund,15.73,$151.09M,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi
LAZ,NYSE,Lazard Ltd.,44.63,$5.47B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LOR,NYSE,"Lazard World Dividend & Income Fund, Inc.",10.7838,$74.19M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor
LZB,NYSE,La-Z-Boy Incorporated,27.45,$1.34B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb
LCII,NYSE,LCI Industries ,91.75,$2.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lcii
LFGR,NYSE,Leaf Group Ltd.,8.4,$171.01M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/lfgr
LEA,NYSE,Lear Corporation,144.28,$9.94B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea
LEE,NYSE,"Lee Enterprises, Incorporated",2,$113.3M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee
BWG,NYSE,Legg Mason BW Global Income Opportunities Fund Inc.,13.03,$273.5M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg
LM,NYSE,"Legg Mason, Inc.",37.32,$3.64B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LEG,NYSE,"Leggett & Platt, Incorporated",51.83,$6.86B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg
JBK,NYSE,Lehman ABS Corporation,24.3151,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk
LDOS,NYSE,"Leidos Holdings, Inc.",52.67,$7.95B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LEJU,NYSE,Leju Holdings Limited,3.25,$454.06M,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju
LC,NYSE,LendingClub Corporation,5.83,$2.35B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc
LEN,NYSE,Lennar Corporation,50.39,$11.81B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len
LII,NYSE,"Lennox International, Inc.",166.18,$7.09B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii
LUK,NYSE,Leucadia National Corporation,25.3,$9.1B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk
LVLT,NYSE,"Level 3 Communications, Inc.",59.09,$21.35B,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt
LXP,NYSE,Lexington Realty Trust,9.49,$2.28B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LPL,NYSE,"LG Display Co., Ltd.",12.84,$9.19B,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl
USA,NYSE,Liberty All-Star Equity Fund,5.53,$1.05B,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa
ASG,NYSE,"Liberty All-Star Growth Fund, Inc.",4.66,$122.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg
LPT,NYSE,Liberty Property Trust,40.74,$6B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt
LSI,NYSE,"Life Storage, Inc.",74.61,$3.47B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi
LITB,NYSE,"LightInTheBox Holding Co., Ltd.",2.3008,$158.55M,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb
LNC,NYSE,Lincoln National Corporation,66.68,$14.95B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
LNN,NYSE,Lindsay Corporation,84.49,$900.92M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn
LN,NYSE,LINE Corporation,33.85,$7.41B,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LGF.A,NYSE,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lgf.a
LAD,NYSE,"Lithia Motors, Inc.",89.76,$2.25B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LYV,NYSE,"Live Nation Entertainment, Inc.",33.69,$6.93B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LYG,NYSE,Lloyds Banking Group Plc,3.62,$64.67B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg
SCD,NYSE,LMP Capital and Income Fund Inc.,14.08,$253.21M,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd
LMT,NYSE,Lockheed Martin Corporation,271.26,$78.51B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt
L,NYSE,Loews Corporation,45.76,$15.41B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LPX,NYSE,Louisiana-Pacific Corporation,23.47,$3.4B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx
LOW,NYSE,"Lowe&#39;s Companies, Inc.",84.82,$72.72B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low
LXU,NYSE,Lsb Industries Inc.,8.19,$232.64M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LKSD,NYSE,"LSC Communications, Inc.",22.2,$753.51M,2016,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/lksd
LTC,NYSE,"LTC Properties, Inc.",48.01,$1.9B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc
LUB,NYSE,"Luby&#39;s, Inc.",2.75,$80M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub
LL,NYSE,"Lumber Liquidators Holdings, Inc",25.18,$714.71M,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll
LXFR,NYSE,Luxfer Holdings PLC,12.43,$328.15M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr
LXFT,NYSE,"Luxoft Holding, Inc.",64.2,$2.13B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
LUX,NYSE,"Luxottica Group, S.p.A.",59.88,$28.56B,1990,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/lux
LDL,NYSE,"Lydall, Inc.",52.4,$902.78M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl
WLH,NYSE,Lyon William Homes,23.5,$750.49M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,NYSE,LyondellBasell Industries NV,81.04,$32.64B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MTB,NYSE,M&T Bank Corporation,157.81,$24.28B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MDC,NYSE,"M.D.C. Holdings, Inc.",35.09,$1.81B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc
MHO,NYSE,"M/I Homes, Inc.",29.06,$720.54M,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho
MAC,NYSE,Macerich Company (The),58.21,$8.25B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,NYSE,Mack-Cali Realty Corporation,26.65,$2.4B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MGU,NYSE,Macquarie Global Infrastructure Total Return Fund Inc.,23.65,$294.88M,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu
